weryfikator,czy_blad,blad_pytania_nr,koder,lp_koder,lp_szkoly,klasa,oddział,id_ucznia,miejsc,Format,woj_nr,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10_M,P10_JP,P10P,P10B,P10C,P10F,P11,P12,P13_01,P13_02,P13_03,P13_04,P13_05,P13_06,P13_07,P13_08,P13_09,P13_10,P13_I,P14,P15_1,P15_2,P15_3,P15_4,P15_5,P 16,P 17,P 18,P 19,P 20,P 21,P 22,P 23,P 24,P 25,P 26,P 27,P 28,P 29,P 30,P 31,P 32,P 33,P 34,P 35,P 36,P 37,P 38,P 39,P 40,P 41,P 42,P 43,P 44,P 45,P 45a,P 45b,P 45c,P 45e,P 45f,P 45g,P 45h,P 45i,P 45k,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,D14,D15,D16,D17,D18,D19,D20,D21,D22,W1_1,W1_2,W1_3,W1_4,W1_5,W1_6,W1_7,W1_8,W1_9,W1_10,W2_1,W2_2,W2_3,W2_4,W2_5,W2_6,W2_7,W2_8,W2_9,W2_10,W2_11,W2_12,W2_13,W2_14,W2_15,W3,W4,W5_1A,W5_2A,W5_3A,W5_4A,W5_1B,W5_2B,W5_3B,W5_4B,W5_1C,W5_2C,W5_3C,W5_4C,W5_1D,W5_2D,W5_3D,W5_4D,W5_1E,W5_2E,W5_3E,W5_4E,W5_1F,W5_2F,W5_3F,W5_4F,W5_1G,W5_2G,W5_3G,W5_4G,W5_1H,W5_2H,W5_3H,W5_4H,W5_1I,W5_2I,W5_3I,W5_4I,W5_1J,W5_2J,W5_3J,W5_4J,W5_1K,W5_2K,W5_3K,W5_4K,W5_1L,W5_2L,W5_3L,W5_4L,W5_1M,W5_2M,W5_3M,W5_4M,W5_1N,W5_2N,W5_3N,W5_4N,W5_1O,W5_2O,W5_3O,W5_4O,W5_1P,W5_2P,W5_3P,W5_4P,W5_1R,W5_2R,W5_3R,W5_4R,W5_1S,W5_2S,W5_3S,W5_4S,
1,1,P34,5,20,8,7,99,mal20,Zbójno( Działyń),4,2,1,2006,1,2,2,2,99,1,Pracuje na linii produkcyjnej w wytwórni płatków śniadaniowych,4,5,5,99,99,99,Jeszcze nie wiem,4,0,1,1,0,0,0,0,0,0,0,99,4,1,1,1,0,0,2,4,3,3,3,4,2,3,3,4,3,4,3,4,3,4,4,5,3,5,4,4,4,5,2,2,4,5,5,2,0,0,1,1,0,0,0,0,99,2,1,1,99,2,1,2,2,2,2,1,1,2,1,1,1,2,2,2,2,1,1,2,2,2,2,1,1,3,3,2,2,4,2,5,4,4,5,2,4,5,3,4,4,5,2,4,Dowiedziałam się jak lracuje moje sercepodczas snu i różnych innych ciekawych rzeczy,Zastanawiam się jakie wykształcenie mają osoby króre wymyślają te ciekawe eksponaty,2,2,2,3,2,2,2,2,2,2,2,3,2,1,1,2,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,1,2,2,2,2,2,3,1,1,1,2,2,2,2,3,2,2,2,3,2,2,2,3,
,,,5,21,8,7,99,mal21,Zbójno (Działyń),4,2,1,2006,1,7,7,1,Prowadzi gospodarstwo rolne,1,Prowadzi gospodarstwo rolne,3,3,4,99,99,99,Nie wiem,4,1,0,0,0,0,1,0,0,0,0,99,2,0,0,0,0,1,1,1,1,1,2,2,2,3,3,3,3,3,3,4,3,3,3,3,4,5,5,5,3,4,2,3,3,3,3,1,1,3,1,1,0,0,0,0,Do,2,2,1,2,1,1,2,2,1,2,2,1,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,3,3,4,2,2,2,2,2,2,2,2,99,99,2,1,2,2,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,1,2,2,2,1,2,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,2,2,2,3,2,2,2,3,2,2,2,3,
,,,5,22,8,7,99,mal22,Zbójno (Działyń),4,2,1,2006,2,7,7,1,Gospodarstwem rolnym,1,Gospodarstwem rolnym,Celujący,Bardzo dobry,Celujący,99,99,99,Prawdopodobnie zostałbym chemikiem,5,0,1,1,0,0,1,1,0,0,0,99,5,0,0,0,0,1,2,3,3,3,3,3,4,5,4,3,5,5,5,4,3,4,4,5,2,3,4,2,3,4,4,4,4,3,4,1,1,0,0,1,0,0,0,0,Dom,2,1,2,2,1,2,2,2,1,2,2,99,1,1,1,2,1,1,1,2,2,1,3,2,2,1,1,1,3,1,2,1,2,2,3,3,4,2,2,2,4,4,3,2,2,4,2,Nic ważnego. Rzeczy ciekawe lecz nie przydatne. Bardziej zabawa niż nauka.,Jak 77  żarówkę kulą plazmową i gołymi rękoma. jeśli się da,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,1,3,2,2,1,3,2,1,1,3,2,2,2,1,2,2,2,3,2,2,2,2,2,1,2,2,2,2,1,2,1,1,1,2,2,2,2,3,2,2,2,3,2,2,2,3,
,,,5,23,8,7,99,mal23,Zbójno (Działyń),4,2,1,2006,1,2,2,1,Jest sklepikarką,1,Pracuje na gospodarstwie swojego brata,3,3,4,99,99,99,Chciałabym zostać nauczycielką angielskiego,1,0,0,1,0,0,0,1,0,0,0,99,2,0,1,0,0,0,1,1,1,1,2,2,3,3,3,3,2,5,4,3,5,4,5,5,1,2,4,2,1,3,2,1,3,5,5,1,3,0,0,0,0,0,1,0,Mój pokój,2,1,1,1,2,2,1,2,1,2,2,1,2,2,2,2,1,2,1,1,1,2,2,3,3,2,1,3,1,3,2,1,3,2,5,4,5,5,2,5,5,3,5,5,5,4,5,W tej wystawie to było bardzo ciekawe. To bylo fajne przeżycie. Chciałbym jeszcze raz,Jak wygląda człowiek od środka?,2,1,2,2,2,1,2,2,2,2,1,3,2,2,2,3,2,1,2,2,2,2,2,3,2,1,2,3,2,2,2,3,2,2,2,3,2,2,2,2,2,1,2,2,2,1,1,3,2,2,2,3,2,1,2,2,1,1,1,2,2,2,2,3,2,2,1,3,2,2,2,3,
,,,5,24,8,7,99,mal24,Zbójno ( Działyń),4,2,1,2006,2,7,2,1,Prowadzi gospodarstwo rolne,1,Prowadzi gospodarstwo rolne,4,99,4,99,99,99,Ja chciałbym być mechanikiem,3,1,0,0,1,0,1,0,0,0,0,99,2,0,0,0,0,1,2,3,3,4,3,2,4,4,3,4,4,4,3,5,4,5,4,4,3,5,4,3,4,2,2,3,4,4,4,1,0,0,0,3,0,0,0,1,Klasa,2,2,2,2,1,2,1,2,1,2,2,1,2,1,2,2,1,2,2,1,1,1,3,2,2,2,2,2,2,3,3,3,4,2,5,5,5,5,2,4,5,5,4,4,5,4,4,99,Jak działa kula plazmowa,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,99,99,2,2,1,2,2,2,2,2,3,99,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,1,99,99,99,99,2,2,2,2,2,2,3,2,2,2,3,
,,,5,25,8,7,99,mal25,Zbójno (Działyń),4,2,1,200(,2,7,2,99,Krawiectwo,1,Kierowca,3,2,2,99,99,99,Chciałbym pracować jako kierowca,3,0,0,0,0,0,0,0,0,0,1,99,4,0,0,0,0,0,1,99,1,1,2,1,1,2,1,3,2,3,3,4,1,1,2,4,99,1,99,2,4,1,4,4,5,5,4,1,0,0,0,2,0,0,0,0,Tablica,2,2,99,2,2,1,2,1,1,2,1,1,2,2,1,2,2,1,1,2,2,99,2,2,3,2,1,1,2,3,2,1,4,5,3,1,1,4,5,2,4,2,2,3,99,3,2,99,99,1,1,2,2,2,2,1,2,2,1,1,1,1,2,2,3,1,1,1,1,2,2,2,3,1,2,1,2,2,2,1,2,2,2,2,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,3,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,3,2,2,2,3,
,,,5,26,8,7,99,mal26,Zbójno ( Działyń),4,2,1,2006,1,2,2,1,Pracuje w cateringu. zawodowo skończyłaszkołębankową,1,Mój tata zajmuje się przewodami elektrycznymi,5,5,5,99,99,99,Jeszce o tym nie myślałam,3,1,1,0,0,0,0,0,0,0,0,99,3,0,1,0,0,0,2,3,3,3,4,2,1,3,3,3,4,4,4,5,4,5,4,5,3,2,3,3,3,5,4,3,4,5,5,1,0,0,0,2,0,0,0,1,Szkoła,2,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,1,1,1,1,3,1,3,1,3,1,2,1,3,1,4,2,5,4,5,5,2,5,5,5,5,5,5,2,5,Twierdzenie Pitagorasa. działania siły elektrycznej. anatomii człowieka,Co skłoniło tych ludzi że zoastali naukowcami?,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,3,2,2,2,3,2,2,2,3,
,,,5,27,8,7,99,mal27,Zbójno ( Działyń),4,2,1,2006,2,1,7,1,Plastyką. organizacja warsztatów plastycznych,1,99,4,4,5,99,99,99,Rybak. praca w gospodarstwach rybackich,5,1,0,1,1,0,0,0,0,0,0,99,5,0,1,0,0,0,2,5,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,3,3,5,4,4,3,4,5,5,5,1,1,0,2,0,0,0,0,0,Jezioro. pokój,2,1,1,2,2,2,2,1,1,2,99,1,2,1,1,2,1,2,1,1,1,1,3,2,3,1,2,1,3,1,3,1,2,1,4,4,4,5,2,4,4,5,5,4,5,2,4,Tego.żeda się oszukać ludzkie zmysły,Jak produkuje się pieniądze?,2,2,2,3,1,1,1,2,2,2,2,99,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,1,1,1,2,2,2,2,3,2,2,99,3,2,2,2,3,1,1,1,2,1,1,1,2,99,2,2,3,99,2,2,3,2,2,2,3,
,,,5,28,8,7,99,mal28,Zbójno (Działyń),4,2,1,2006,1,1,7,1,Tak pracuje jest zawodową pielęgniarką,1,Tak pracuje jest roknikiem i pracuje w firmie wujka,5,5,5,99,99,99,Nie wiem jescze nie podjęłam wyboru,2,1,1,1,0,0,0,0,0,0,0,99,3,0,1,0,0,0,2,3,3,3,4,2,1,3,3,4,3,5,3,4,3,4,3,4,4,4,4,2,3,5,4,3,4,5,5,1,0,0,0,3,0,0,0,1,Szkoła,2,2,1,1,2,2,2,1,2,1,2,1,1,2,2,1,2,1,1,1,1,1,3,1,3,1,3,1,3,1,2,1,4,2,4,4,5,5,2,4,5,4,4,4,4,2,3,Twierdzenia Pitagorasa. działania siły elektrycznej.anatomii człowieka,Co skłoniło te osoby do prowadzenia naukobusu,2,2,2,3,2,2,2,2,2,2,99,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,1,1,1,99,2,2,2,3,2,2,2,3,2,2,2,3,
,,,5,29,8,7,99,mal29,Zbójno ( Działyń),4,2,1,2006,2,7,7,1,Ma firmę,1,Ma firmę,4,5,4,99,99,99,Chciałbym jeździć na motorach,1,0,0,0,0,0,0,0,0,0,1,99,3,0,1,0,0,1,99,3,2,3,2,4,2,2,2,3,3,3,3,3,3,3,3,4,3,5,3,3,3,2,2,2,2,4,3,1,0,0,0,2,0,0,0,0,Szkoła!,2,2,1,2,1,1,2,2,1,2,2,1,2,2,1,99,2,1,2,2,2,2,2,3,2,2,2,2,2,99,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Że mogę myśleć,99,2,2,2,3,2,2,2,3,2,2,2,3,1,1,1,1,1,1,1,1,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,1,1,1,1,2,2,2,3,1,1,1,1,2,2,2,3,2,2,2,3,2,2,2,3,Dwie odpowiedzi wpytaniu 16 jedna zaznaczona krzyżykiem a druga krzyżyk w kółku. W pytaniu D116 dopisana odpowiedź „ nic z tego”. Pytanie W1.8 dwie odpowiedzi jedna w kółku i jeden krzyżyk
1,1,"P17, P31, D15",5,30,8,7,99,mal30,Zbójno( Działyń),4,2,1,2006,1,2,2,2,Nie pracuje. Zawodowo skończyła szkołę hotelarstwa,1,Jest mechanikiem,4,4,4,99,99,99,Jeszcze o tym nie myślałam,3,1,1,0,0,0,0,0,0,0,0,99,3,0,1,0,0,0,2,3,3,3,4,2,1,3,3,3,4,4,4,5,4,5,4,4,3,2,3,3,3,5,4,3,99,99,5,1,0,0,0,3,0,0,1,1,Szkoła!,2,1,1,2,2,2,2,2,2,2,1,1,2,2,1,2,1,1,1,1,1,1,3,1,3,1,3,1,2,2,3,1,4,2,4,4,5,5,2,4,5,5,4,4,4,2,4,Twierdzenie pitagorasa. działania siły elektrycznej. układu anatomii człowieka,Co państwo skłoniło do zostania naukowcami?,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,1,1,1,2,2,2,2,3,2,2,2,3,2,2,2,3,
,,,5,31,8,6,99,mal31,Zbójno (Działyń),4,2,99,2007,2,1,7,1,Katering,1,Spawacz,3,4,99,4,99,99,Niewiem jeszcze ale chciałbym być youtouberem.,4,0,0,1,0,0,0,0,0,0,0,99,1,0,1,0,0,0,1,1,1,3,3,2,1,2,1,4,2,2,3,2,1,2,2,2,2,4,4,5,5,3,2,2,4,4,5,1,3,0,0,0,0,0,1,1,Mój pokuj,2,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,1,1,1,1,3,2,2,99,2,2,3,2,3,2,4,2,4,4,5,5,4,4,4,2,3,4,4,5,1,Te zajęcia były nawet fajne. Dowiedziałem się o tym co to jest plazama. 77 że 77 z wiatrem przytrzymuje równowagępełny balon.,Co to jest plazma?,2,2,2,2,2,1,1,2,2,2,2,3,2,2,1,1,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,3,2,1,1,1,2,1,2,1,2,2,1,3,2,2,1,3,2,2,2,2,2,2,1,3,2,2,1,3,
,,,5,32,8,6,99,mal32,Zbójno( Działyń),4,2,1,2007,1,7,7,1,Pracuje w gastronomii,1,Pracuje w budowie,99,99,99,99,99,99,Fryzjerstwo.fotografia,1,0,0,0,0,0,0,0,0,0,1,99,2,0,0,1,0,0,1,1,1,1,3,2,1,1,1,2,1,1,3,3,2,3,2,2,2,2,3,3,3,3,2,2,3,2,3,2,2,0,0,0,0,0,1,0,99,2,2,1,2,88,1,2,1,1,2,2,1,2,1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,1,1,2,2,2,2,2,Nie wiem,Nie wiem,2,1,1,2,2,2,1,2,2,2,2,3,2,1,1,1,2,2,2,3,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,3,2,2,1,2,1,1,1,1,2,2,99,3,1,1,1,1,2,2,1,99,2,2,2,3,2,2,2,3,
,,,5,33,8,6,99,mal33,Zbójno(Działyń),4,2,1,2008,2,2,1,1,77,1,Mechanik aut ciężarowych,5,4,99,5,99,99,Kucharz. założyć własną restauracje,3,0,1,0,0,0,0,0,0,0,0,99,4,0,1,0,0,0,5,4,4,2,4,4,1,4,2,3,3,2,3,3,2,4,3,3,4,4,5,5,2,2,4,3,2,3,3,1,1,0,0,1,0,0,0,2,Podwórko,2,1,99,2,2,1,2,2,1,2,1,1,1,1,1,2,2,1,2,1,2,1,2,2,2,2,2,1,2,2,2,2,3,2,5,2,5,2,2,2,3,1,5,2,3,5,2,99,Co jeśli rozbije się szybkę od kuli plazmoweji się ją włączy?,2,1,2,2,2,1,1,2,2,1,2,1,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,2,2,1,2,1,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,3,W pytaniu W5.3 twierdzenie pitagorasa dopisano: a kwadrat +b kwadrat= c kwadrat
,,,5,34,8,6,99,mal34,Zbójno ( Działyń),4,2,1,2008,1,2,2,1,Sprzedawczyni,1,Nie wiem,5,4,99,4,99,99,Sportowiec,1,0,0,0,0,0,0,0,0,0,1,99,3,0,1,0,0,0,2,4,2,2,4,88,2,3,2,3,3,2,3,4,3,3,3,4,3,1,2,1,4,3,3,2,4,3,4,1,0,0,2,1,0,0,0,0,Szkoła,2,1,1,99,2,2,1,2,2,2,1,1,2,1,1,1,1,2,2,1,1,1,2,3,2,2,2,2,3,2,3,2,3,1,4,2,3,2,2,3,4,3,4,3,3,2,3,Nowa wiedza. Nauczyłam się trochę biologi. fizyki itd,Jak zmysł węchu może oszukać zmysł smaku,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,1,2,2,2,1,1,2,2,2,2,3,1,1,1,1,2,2,2,2,2,2,2,3,2,2,2,3,
,,,5,35,8,66,99,mal35,Zbójno (Działyń),4,2,1,2007,2,1,7,1,Kierowniczka sklepu z ubraniami,1,Kierowca,5,5,4,99,99,99,Model w calvin klein,1,0,0,0,0,0,0,0,0,0,1,99,2,0,0,1,0,0,1,1,1,1,3,1,1,2,1,2,2,2,3,3,2,2,3,4,2,3,2,4,2,4,2,3,2,3,4,2,3,0,0,0,0,0,1,0,99,2,2,1,2,2,1,2,1,1,1,2,88,1,2,1,2,2,1,2,1,2,1,2,3,1,2,1,2,2,3,2,2,2,1,2,2,1,2,2,2,1,1,4,2,2,5,2,Nic. Wynudziłem się i straciłem w-f,Czemu to było obowiązkowe?,2,1,2,2,2,1,1,2,2,2,2,3,2,1,1,2,2,2,2,3,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,1,1,1,1,2,2,2,3,1,1,1,1,2,2,2,3,2,2,2,3,2,2,2,3,W pytaniu D1.4 dopisana odpowiedź : rodzice zapłacą za edukacje
,,,5,36,8,6,99,mal36,Zbójno ( Działyń),4,2,1,2007,2,2,2,1,Jest salową w szpitalu,1,Budowa,2,3,2,2,99,99,Być strażakiem w PSO,2,1,0,0,0,0,1,0,0,0,0,99,3,0,1,0,0,0,1,3,2,3,3,5,1,3,5,1,4,4,1,1,5,4,5,5,5,3,2,5,2,1,1,1,1,1,1,1,0,0,0,3,0,0,0,0,77 i 77,2,1,88,2,2,1,1,88,1,2,2,2,1,1,1,1,2,2,2,1,1,1,3,99,1,99,3,3,99,99,2,1,4,2,5,5,5,5,4,4,5,88,3,4,5,1,4,Że jak się trzyma rękę na kuli i dotknie się czegoś to zostania 77,99,2,2,2,3,2,2,1,2,2,1,1,1,2,2,2,3,2,2,2,3,2,2,2,3,2,2,1,3,2,1,2,3,2,2,1,3,2,2,2,3,1,1,1,3,1,1,1,88,1,1,1,3,2,1,2,2,99,99,99,99,2,2,2,3,2,2,2,3,2,2,1,3,
,,,5,37,8,6,99,mal37,Zbójno (Działyń),4,2,1,2007,1,2,2,99,Krawcowa,2,Nie pracuje,5,5,99,4,99,99,Projektantka mody. albo coś do tego podobne,1,0,0,0,0,0,0,0,0,0,1,99,3,0,1,0,0,0,2,4,3,1,4,2,1,2,2,4,3,1,3,4,2,4,3,4,3,1,2,1,2,3,3,2,4,3,4,1,1,3,2,1,0,0,3,0,To szkoła oraz dom,2,1,1,2,2,2,1,2,2,2,1,1,2,1,1,1,2,2,2,1,1,2,2,3,2,3,1,2,3,1,2,2,3,1,1,2,3,1,2,1,2,2,3,3,2,5,2,Nowa wiedza. „Zabawa”. Nauka.,Jak zmysł wę hu może oszukać zmysł smaku?,2,1,2,2,2,2,1,1,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,3,2,2,2,3,2,2,1,1,2,2,2,3,1,1,2,1,2,2,1,2,2,2,2,3,2,2,1,2,
,,,5,38,8,6,99,mal38,Zbójno( Działyń),4,2,1,2007,2,2,2,1,Moja mama pracuje w środowiskowym domu pomocy społecznej,1,Mój tata jeźdiz ciężarówką,3,2,5,99,99,99,Gdy byłbym dorosły chciałbym jeździć ciężarówką,4,0,0,1,0,0,0,0,0,0,0,9,3,1,1,0,0,0,1,3,3,1,3,5,1,3,3,4,3,4,4,5,4,5,3,4,5,5,3,5,5,3,3,4,5,5,4,1,0,0,0,1,0,0,0,0,To jest moja szkoła,2,2,1,2,2,1,1,2,1,2,1,2,2,1,1,1,1,2,2,1,1,1,2,2,2,2,2,1,2,2,2,1,4,4,3,5,5,4,3,4,5,5,4,4,4,3,5,99,99,2,2,2,3,2,2,2,3,2,2,2,3,2,1,2,2,2,2,2,3,2,1,2,3,2,2,2,3,2,1,2,3,2,2,2,3,2,2,2,3,2,1,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,
,,,5,39,8,6,99,mal39,Zbójno (Działyń),4,2,1,2008,1,2,2,2,99,1,Murarz. Zajmuje się budowaniem.,3,4,99,3,99,99,W przyszłości chciałabym być fryzjerką lub kosmetyczką,2,0,0,0,0,0,1,0,0,0,0,99,2,0,0,0,0,1,1,1,3,1,3,2,1,2,2,3,3,3,5,4,2,4,4,5,5,2,3,1,1,5,2,5,5,4,5,1,3,0,0,0,0,0,1,0,Moje biurko,2,1,1,2,2,2,2,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,2,2,3,1,3,1,2,2,3,2,4,2,4,1,5,4,2,4,5,4,4,4,4,1,4,Dowiedziałam się dużo. Wiem od dziś . że kula plazmowa prądzi. Rozumiem też. że wirujące krzesło się kręci.,Jak kula plazmowa mogła prądzić?,2,2,1,2,2,1,1,2,2,2,2,3,2,1,2,2,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,99,99,99,2,2,2,3,2,2,1,2,2,2,2,3,2,2,2,3,2,1,1,1,2,2,2,3,2,2,2,3,2,2,2,3,
1,,,5,40,8,6,99,mal40,Zbójno (Działyń),4,2,1,2007,1,2,2,2,99,1,Piekarz ale jest rolnikiem,2,3,2,99,99,99,Kosmetyczka lub chciałabym studiować zostać psychologiem,4,0,0,0,1,0,0,0,0,0,0,99,3,0,0,0,0,1,1,2,2,1,5,2,2,4,3,5,2,3,3,3,4,5,4,5,2,4,2,2,2,4,2,2,3,5,5,3,0,0,0,0,0,0,0,0,Dom,2,2,1,1,2,2,2,2,1,1,2,1,2,1,1,1,2,1,2,2,1,2,99,3,99,2,99,99,99,3,99,99,99,99,5,99,5,5,5,99,5,5,99,99,4,99,99,Fajna zabawa. ciekawe eksponaty,99,2,1,1,2,1,99,99,99,2,1,2,3,1,99,99,99,2,2,2,3,2,2,2,3,2,1,1,3,2,2,1,3,2,1,1,3,2,1,1,3,2,2,1,3,2,1,1,2,2,2,1,2,2,2,1,3,1,1,1,99,2,2,2,3,2,2,2,3,2,2,2,3,
,,,5,41,8,6,99,mal41,Zbójno (Działyń),4,2,1,2007,1,2,2,2,99,1,Jeździ ciężarówką,4,3,99,3,99,99,99,3,1,0,0,0,0,0,0,0,0,0,99,3,1,0,0,0,0,1,99,3,1,3,3,2,2,4,3,2,4,3,5,3,4,3,5,2,4,2,2,3,3,3,4,5,5,5,1,0,0,0,1,0,0,1,1,Technikum. 77,2,2,1,1,2,1,1,2,2,2,2,1,2,1,1,1,2,99,2,99,99,99,3,2,3,1,2,1,1,1,2,1,4,2,88,3,3,88,4,88,4,4,3,3,4,3,4,99,Jak Rzestanie bić serce to ile będzie człowiek jeszcze żył.,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,3,2,2,2,2,1,1,1,1,2,2,2,3,2,2,2,3,2,2,2,3,
,,,5,42,8,6,99,mal42,Zbójno (Działyń),4,2,1,2007,2,7,7,2,99,1,Budowlaniec,4,2,99,3,99,99,Chciałbym być policjantem,3,1,0,0,0,0,0,0,0,0,0,99,3,1,0,0,0,0,1,1,1,1,3,4,1,2,2,3,2,3,2,4,2,3,2,2,3,3,3,4,3,3,2,2,2,2,3,1,3,0,0,0,0,0,0,0,Biurko,1,2,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,1,2,1,1,1,2,2,2,3,1,2,2,3,3,2,1,1,2,2,2,3,3,2,3,2,4,3,3,3,3,99,99,2,2,2,3,2,2,1,2,2,2,2,3,2,2,2,2,2,1,2,3,2,2,2,3,2,1,1,1,1,1,2,1,2,2,2,3,2,1,2,3,2,2,2,3,2,1,2,2,1,1,1,1,2,2,2,3,1,1,1,2,2,2,1,2,2,2,2,3,2,2,2,3,
,,,5,43,8,6,99,mal43,Zbójno (Działyń),4,2,1,2007,2,7,7,2,Gotuje w domu,1,77,99,99,99,99,99,99,99,3,0,0,0,0,0,0,0,0,0,1,99,1,0,0,0,0,0,4,1,3,2,3,5,2,2,1,2,2,2,3,4,3,3,3,3,3,4,4,5,3,4,2,3,3,2,3,2,3,0,0,0,0,0,1,1,99,2,1,2,2,1,1,2,2,2,2,2,1,2,1,1,2,2,2,2,2,1,2,2,1,2,2,3,1,2,1,3,1,2,2,2,2,2,5,1,2,5,1,4,2,88,4,3,99,99,99,99,99,2,99,99,99,2,99,99,99,2,99,99,99,3,99,99,99,3,99,99,99,3,99,99,99,3,99,99,99,3,99,99,99,3,99,99,99,3,99,99,99,3,99,99,99,3,99,99,99,3,99,99,99,3,99,99,99,3,99,99,99,3,99,99,99,3,99,99,99,3,W pytaniu 10 wpisane słownie przy matematyce. bilogii i polskiem: nie wiem. W pytaniu W3 rysunek . trudny do opisania
,,,5,44,8,6,99,mal44,Zbójno (Działyń),4,2,1,2007,1,7,7,1,Sprzedawca,1,Mechanik,2,2,99,2,99,99,Fryzjerka lub kosmetyczka,2,0,0,1,0,0,0,0,0,0,0,99,4,0,1,0,1,0,1,3,2,4,2,1,1,3,2,3,4,3,3,4,3,4,5,4,5,4,5,5,5,5,4,3,5,3,5,1,2,0,0,0,0,0,1,1,Mój pokój w którym się ucze.,2,2,1,2,2,2,99,1,1,2,1,99,1,1,99,2,1,99,99,99,1,99,2,3,2,2,2,1,2,3,2,2,4,2,5,5,5,5,4,3,5,5,4,4,5,1,4,Dowiedziałam się o różnych rzeczach. Na przykład jak bije serce. jakie narządy znajdują się w człowieku,99,2,1,1,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,3,2,2,2,3,2,2,2,3,2,1,99,99,2,99,99,99,2,2,2,3,2,2,1,3,2,1,1,2,1,1,1,1,2,99,99,99,1,1,1,1,2,2,2,3,2,99,99,3,2,2,1,3,
